,success,ttype,start_time,trial_type,trial_index,time_elapsed,internal_node_id,warning,missed_checkup,PID,view_history,rt,responses,repeat_instructions,key_press,index,trial_num,isi,iti,is_practice,block,old_trial,pair_type,within_category,high_cat_on_left,left_category,right_category,left_category_value,right_category_value,left_exemplar,right_exemplar,left_exemplar_value,right_exemplar_value,left_img,right_img,left_img_path,right_img_path,left_chosen,chosen_category,unchosen_category,chosen_category_value,unchosen_category_value,chosen_exemplar,unchosen_exemplar,chosen_exemplar_value,unchosen_exemplar_value,no_response,onset,duration,end_practice,total_bonus_tally,category,category_group_value,category_value_response,did_not_enter_response
0,TRUE,full_screen,d06022022hr1435,fullscreen,0,2584,0.0-0.0,0,0,96878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,category_learning_instructions,,instructions,1,4841,0.0-1.0-0.0-0.0,0,0,96878,"[{""page_index"":0,""viewing_time"":1173},{""page_index"":1,""viewing_time"":220},{""page_index"":2,""viewing_time"":172},{""page_index"":3,""viewing_time"":188},{""page_index"":4,""viewing_time"":173},{""page_index"":5,""viewing_time"":155},{""page_index"":6,""viewing_time"":173}]",2254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,category_learning_comprehension_check,,survey-multi-choice,2,10179,0.0-1.0-0.0-1.0,0,0,96878,,5333,"{""Q0"":""True"",""Q1"":""True"",""Q2"":""Stay the same"",""Q3"":""D for left and K for right""}",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,,html-keyboard-response,3,11411,0.0-1.0-1.0,0,0,96878,,1229,,,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,,choice,,html-keyboard-response,4,11590,0.0-1.0-2.0-0.0-0.0,0,0,96878,,175,,,68,0,0,1500,1000,1,0,0,20-80,,0,bagel,dumbbell,20,80,bagel1,dumbbell1,0,80,bagels_pumpernickel_large.jpg,31B64EN68AL._AA280_.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/bagels_pumpernickel_large.jpg,/static/Category_learning/Stimuli/Practice_stims/dumbbell/31B64EN68AL._AA280_.jpg,1,bagel,dumbbell,20,80,bagel1,dumbbell1,0,80,0,0.175,0.175,,,,,,
5,,confirmation,,html-keyboard-response,5,12920,0.0-1.0-2.0-0.0-1.0-0.0,0,0,96878,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,1.325,,,,,,
6,,isi,,html-keyboard-response,6,13027,0.0-1.0-2.0-0.0-2.0,0,0,96878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1.5,,,,,,
7,,feedback,,html-keyboard-response,7,14035,0.0-1.0-2.0-0.0-3.0-0.0,0,0,96878,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,
8,,iti,,html-keyboard-response,8,14141,0.0-1.0-2.0-0.0-5.0,0,0,96878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,1,,,,,,
9,,choice,,html-keyboard-response,9,14198,0.0-1.0-3.0-0.0-0.0,0,0,96878,,53,,,75,1,1,3000,1500,1,0,0,20-40,,1,calculator,bagel,40,20,calculator2,bagel2,20,20,22829064.thl.jpg,bagels_cinnraisin_large.jpg,/static/Category_learning/Stimuli/Practice_stims/calculator/22829064.thl.jpg,/static/Category_learning/Stimuli/Practice_stims/bagel/bagels_cinnraisin_large.jpg,0,bagel,calculator,20,40,bagel2,calculator2,20,20,0,5.053,0.053,,,,,,
10,,confirmation,,html-keyboard-response,10,15650,0.0-1.0-3.0-0.0-1.0-0.0,0,0,96878,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.5,1.447,,,,,,
11,,isi,,html-keyboard-response,11,15755,0.0-1.0-3.0-0.0-2.0,0,0,96878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.5,3,,,,,,
12,,feedback,,html-keyboard-response,12,16760,0.0-1.0-3.0-0.0-3.0-0.0,0,0,96878,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.5,1,,,,,,
13,,iti,,html-keyboard-response,13,16867,0.0-1.0-3.0-0.0-5.0,0,0,96878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,1.5,,,,,,
